"Group","Response"
1,3.84223726503775
1,4.47481419801025
1,5.97076175692664
1,7.88353111607274
1,10.3169256857818
1,8.2546824731437
1,7.47573515848752
1,5.13417170297417
1,11.8098021321435
1,8.372761768735
1,8.19524761606818
1,8.68251867271825
1,6.32280272422905
1,2.56975644122596
1,3.77844022625317
1,1.51254263962982
1,8.65202749509461
1,13.8170221856013
1,8.68542818856117
1,4.25573781765058
1,4.29185886462739
1,4.3055929262696
1,16.0968711672106
1,7.08543502610458
1,12.5828481698448
1,4.4490149458767
1,2.82765456677057
1,2.86584628217536
1,2.41419119381326
1,5.58504697326259
1,4.59046211426619
1,8.50278698666864
1,8.96896106815207
1,3.68527197991327
1,7.58692103347666
1,5.37108805510256
1,5.04903777461904
1,2.30137743923038
1,3.14722440355981
1,3.94133829160864
1,9.44034269814242
1,6.52321230231472
1,4.90126420564481
1,10.1838353251681
1,7.48416391145332
1,8.95157536140012
1,1.79289626561134
1,6.12629679040017
1,4.28232889999747
1,11.154000766154
1,6.20140513221603
1,7.48352020903674
1,2.04648477327533
1,6.18607787214838
1,6.32632959003176
1,7.30589522240569
1,8.56326138998324
1,5.74156389750868
1,3.23327865168205
1,2.59113628404364
1,6.7693366751139
1,6.43601511886481
1,6.27118905499138
1,3.00935313586395
1,3.85982293572562
1,6.5249275758976
1,1.72047189724233
1,6.81285068090758
1,9.55463538989666
1,4.49245345003134
1,3.42645352580164
1,6.52187488529635
1,3.98912285451648
1,4.26049525297332
1,3.0280248239258
1,2.76121302569208
1,7.77164351680687
1,9.00227831175606
1,4.20149072180556
1,3.53564634616669
1,4.58390855125154
1,7.19264509063813
1,7.37903802839288
1,4.80554292893413
1,6.1848167794676
1,1.44276247006639
1,5.41641471604164
1,3.37188244540724
1,5.25314391837022
1,6.9116291851874
1,7.50163521696368
1,5.15144303499208
1,5.64880612897904
1,6.26141677456273
1,7.73646693749043
1,8.12823801015244
1,16.9969045190159
1,12.2066278955272
1,15.0858935025197
1,10.1745213315245
1,6.87274572034672
1,9.83595930640161
1,3.17959526376934
1,6.78281997318558
1,4.6648173822269
1,6.29712586953538
1,2.76342493544583
1,6.38770932178592
1,11.3476381318714
1,4.64275234881177
1,8.52289794641066
1,3.35647702616771
1,5.80531411670626
1,5.99225944179331
1,8.7310074149277
1,4.47434623005601
1,6.05393043184722
1,7.00513023392979
1,6.16884614022922
1,3.77044894568832
1,10.6858774471045
1,11.4149299595797
1,6.98294136571888
1,6.15051275462276
1,9.47750118031551
1,8.30892254199701
1,3.46674188552274
1,7.83036649355622
1,9.52537165691191
1,9.59763799747469
1,8.30815569264708
1,6.60988143253506
1,9.28272685743737
1,4.87810907070823
1,7.7023251714092
1,10.6931029370808
1,7.65128018755435
1,6.68744716533975
1,10.2924335359482
1,4.61463141095694
1,7.78731498436245
1,9.23947866630843
1,4.69718638898508
1,5.08621046920142
1,3.20657106649585
1,7.34235213051055
1,6.72556065271827
1,1.60742481847629
1,4.69164269237426
1,3.07527943512463
1,7.55100566490343
1,6.64307863721836
1,7.33302705236386
1,3.93713301757217
1,10.0387455155578
1,3.23853227876032
1,3.80434762959599
1,3.7012159418613
1,4.5142336697595
1,12.9117538199236
1,6.8328252370879
1,3.76153224378612
1,4.17774076853974
1,6.03552840477658
1,9.95142587301106
1,9.80763549318166
1,5.64493804377765
1,4.82599031955654
1,8.27961484523839
1,2.93835879238022
1,3.20372260451174
1,3.74195257400412
1,9.05386730311825
1,3.41931636688162
1,7.6454788561912
1,3.57552882466017
1,5.04681985547065
1,9.52201556206199
1,4.13207968788049
1,13.4761057426767
1,14.1938168801739
1,4.13410503165008
1,5.28533189533492
1,4.93435287026525
1,4.70690324604541
1,1.97834436852274
1,6.10746329237389
1,3.36293978862123
1,6.92360706337991
1,4.03154945754773
1,8.58871424705474
1,1.99678948215153
1,8.86198331667576
1,5.15110202607684
1,5.65608368415713
1,7.26079198057469
1,4.25193567148198
1,11.5852464241151
1,1.98192651700505
1,6.12451961394584
1,10.1390529732576
1,2.62046539297124
1,4.8771950476449
1,3.88165361181429
1,11.5642906339564
1,3.88260823462274
1,4.99178863248609
1,5.00411009458457
1,13.7322493737762
1,4.46681925847197
1,4.87828265239323
1,7.92831565835876
1,10.711539535243
1,9.56140546573769
1,10.41797955219
1,9.95233854709261
1,6.43479655019545
1,7.56529452543549
1,4.4725099290503
1,12.478530348147
1,3.24486563456207
1,4.15667604966926
1,6.17088479970278
1,3.41143237674815
1,8.57933620763174
1,5.20340679750368
1,9.92960100606851
1,8.47950203608054
1,5.02221716702461
1,5.09008458747742
1,4.24286486662738
1,3.40905190886788
1,9.2650854024395
1,11.2628209275122
1,9.74774854832449
1,3.89984678702943
1,4.99685119044515
1,10.1296808096266
1,4.47396704885256
1,8.34217528394999
1,5.00293038608861
1,3.31372845322877
1,3.55576579504794
1,3.00503084085746
1,4.18466693182243
1,5.49259636023199
1,3.63973253221003
1,9.5514029449155
1,3.89865828682069
1,3.42272491032846
1,2.58485367042871
1,7.55965055254955
1,9.386792237822
1,2.3551997342063
1,15.8434154880573
1,7.8246737241548
1,6.21158687531662
1,3.12655592621143
1,7.51751326807473
1,6.8817504992572
1,7.12811631403289
1,12.2085377071274
1,10.0950337746968
1,3.73989657388486
1,6.0099925469979
1,3.59918864006402
1,9.97100837788083
1,9.6777995088066
1,8.02100105046076
1,9.4438201890604
1,5.54889615287916
1,3.73169026071563
1,5.05746792263977
1,10.2543550910692
1,13.4901108386695
1,5.25129654263874
1,5.07330484708535
1,5.88513988918831
1,9.42976705274235
1,3.78937108116307
1,3.39753385370583
1,9.79288713912075
1,5.38744785254898
1,4.46200253194285
1,10.5862970494776
1,5.73706794824127
1,4.90448806223406
1,5.32698371182085
1,5.20272558740887
1,4.01890688629537
1,2.77595968972064
1,2.38813498790942
1,5.55318156349327
1,2.99951411698097
1,5.01731699907976
1,5.97124500097166
1,12.0943102179723
1,6.71059415687668
1,7.2643087469897
1,5.50501212964774
1,7.84376657966888
1,3.05166518266582
1,3.87417592246286
1,2.43485621203149
1,6.97738526667038
1,8.42649981814976
1,3.32498913841528
1,4.81823428296169
1,2.10650727033247
1,3.32565639919848
1,2.70109648566623
1,7.40685907494386
1,5.09771314808016
1,4.88308876806404
1,3.94622046403823
1,7.62653145934625
1,3.27441547498794
1,4.37485817327768
1,6.96817102598876
1,4.73176443623881
1,3.99222119972158
1,5.48023626779423
1,3.142309522929
1,2.956464198341
1,2.97922056556777
1,10.1643941165323
1,3.60969514146912
1,8.75055892423328
1,1.79164551896528
1,5.1933305452713
1,3.67841723651876
1,3.29250016747182
1,12.8581076032567
1,5.51574428702475
1,9.15005261958456
1,2.47394189393686
1,6.50513868298582
1,5.7485219649658
1,4.22644661628427
1,6.40280005448415
1,9.8977811189897
1,2.56998387828348
1,5.22506315720099
1,3.95836629622368
1,6.98682462563182
1,3.15322153463641
1,4.79752775506643
1,2.99989269032977
1,4.06588614302675
1,7.61851062125435
1,3.36336768542814
1,2.59883579685886
1,4.97928391180114
1,7.98099764741226
1,5.11270070570171
1,4.95074570322862
1,6.20686182974413
1,4.29777196254261
1,4.19938308079948
1,5.8961760877141
1,9.58250173883984
1,7.44845966268711
1,8.9178836934834
1,5.84741694337389
1,5.48198964571645
1,9.57540146276996
1,3.37655521482908
1,3.18509760889694
1,9.09910464310617
1,7.3594051437311
1,8.61471666139602
1,5.29553132579721
1,2.28846216610865
